"name","pos","age","date","team","home.game","opponent","result","week","day","game","year","week.1","passYds","passTds","passInt","rushYds","rushTds","rec","recYds","recTds"
"JOSEPHRANDLE","RB","22-308","2014-11-02","DAL",FALSE,"ARI","L 17-28",9,"Sun",9,2014,9,NA,NA,NA,2,0,NA,NA,NA
"JOSHHUFF","WR","23-019","2014-11-02","PHI",TRUE,"HOU","W 31-21",9,"Sun",8,2014,9,NA,NA,NA,NA,NA,3,26,0
"JULIANEDELMAN","WR","28-164","2014-11-02","NWE",FALSE,"DEN","W 43-21",9,"Sun",9,2014,9,NA,NA,NA,NA,NA,9,89,1
"JULIUSTHOMAS","WR","26-128","2014-11-02","DEN",TRUE,"NWE","L 21-43",9,"Sun",8,2014,9,NA,NA,NA,NA,NA,2,33,1
"JUNIORHEMINGWAY","WR","25-310","2014-11-02","KAN",FALSE,"NYJ","W 24-10",9,"Sun",8,2014,9,NA,NA,NA,NA,NA,2,9,0
"JUSTINFORSETT","RB","29-019","2014-11-02","BAL",TRUE,"PIT","L 23-43",9,"Sun",9,2014,9,NA,NA,NA,38,0,5,67,0
"JUWANTHOMPSON","RB","22-173","2014-11-02","DEN",TRUE,"NWE","L 21-43",9,"Sun",8,2014,9,NA,NA,NA,6,0,1,6,0
"KAMARAIKEN","WR","25-156","2014-11-02","BAL",TRUE,"PIT","L 23-43",9,"Sun",9,2014,9,NA,NA,NA,NA,NA,1,12,0
"KEENANALLEN","WR","22-189","2014-11-02","SDG",TRUE,"MIA","L 0-37",9,"Sun",9,2014,9,NA,NA,NA,NA,NA,4,47,0
"KELLENCLEMENS","QB","31-149","2014-11-02","SDG",TRUE,"MIA","L 0-37",9,"Sun",9,2014,9,10,0,0,NA,NA,NA,NA,NA
"KELVINBENJAMIN","WR","23-267","2014-10-30","CAR",FALSE,"NOR","L 10-28",9,"Thu",9,2014,9,NA,NA,NA,NA,NA,2,18,0
"KENBRELLTHOMPKINS","WR","26-096","2014-11-02","OAK",TRUE,"SEA","L 24-30",9,"Sun",8,2014,9,NA,NA,NA,NA,NA,1,8,0
"KENNYBRITT","WR","26-044","2014-11-02","STL",TRUE,"SFO","W 13-10",9,"Sun",8,2014,9,NA,NA,NA,NA,NA,2,32,1
"KENNYSTILLS","WR","22-191","2014-10-30","NOR",TRUE,"CAR","W 28-10",9,"Thu",8,2014,9,NA,NA,NA,NA,NA,5,72,0
"KEVINNORWOOD","WR","25-040","2014-11-02","SEA",FALSE,"OAK","W 30-24",9,"Sun",8,2014,9,NA,NA,NA,NA,NA,1,19,0
"KNILEDAVIS","RB","23-028","2014-11-02","KAN",FALSE,"NYJ","W 24-10",9,"Sun",8,2014,9,NA,NA,NA,9,0,NA,NA,NA
"KYLEJUSZCZYK","WR","23-193","2014-11-02","BAL",TRUE,"PIT","L 23-43",9,"Sun",9,2014,9,NA,NA,NA,NA,NA,1,12,0
"LAMARMILLER","RB","23-191","2014-11-02","MIA",FALSE,"SDG","W 37-0",9,"Sun",8,2014,9,NA,NA,NA,49,1,1,8,0
"LANCEDUNBAR","RB","24-281","2014-11-02","DAL",FALSE,"ARI","L 17-28",9,"Sun",9,2014,9,NA,NA,NA,9,0,2,52,0
"LANCEKENDRICKS","WR","26-276","2014-11-02","STL",TRUE,"SFO","W 13-10",9,"Sun",8,2014,9,NA,NA,NA,NA,NA,1,7,0
"LANCEMOORE","WR","31-063","2014-11-02","PIT",FALSE,"BAL","W 43-23",9,"Sun",9,2014,9,NA,NA,NA,NA,NA,1,4,0
"LARRYDONNELL","WR","26-002","2014-11-03","NYG",FALSE,"IND","L 24-40",9,"Mon",8,2014,9,NA,NA,NA,NA,NA,4,25,1
"LARRYFITZGERALD","WR","31-063","2014-11-02","ARI",TRUE,"DAL","W 28-17",9,"Sun",8,2014,9,NA,NA,NA,NA,NA,5,70,0
"LATAVIUSMURRAY","WR","23-254","2014-11-02","OAK",TRUE,"SEA","L 24-30",9,"Sun",8,2014,9,NA,NA,NA,NA,NA,2,12,0
"LEGARRETTEBLOUNT","RB","27-332","2014-11-02","PIT",FALSE,"BAL","W 43-23",9,"Sun",9,2014,9,NA,NA,NA,23,0,NA,NA,NA
"LESEANMCCOY","RB","26-113","2014-11-02","PHI",TRUE,"HOU","W 31-21",9,"Sun",8,2014,9,NA,NA,NA,117,0,1,6,0
"LEVEONBELL","RB","22-257","2014-11-02","PIT",FALSE,"BAL","W 43-23",9,"Sun",9,2014,9,NA,NA,NA,20,0,5,38,1
"LORENZOTALIAFERRO","RB","22-314","2014-11-02","BAL",TRUE,"PIT","L 23-43",9,"Sun",9,2014,9,NA,NA,NA,21,0,3,34,0
"LOUISMURPHY","WR","27-175","2014-11-02","TAM",TRUE,"CLE","L 17-22",9,"Sun",8,2014,9,NA,NA,NA,NA,NA,2,13,0
"LUKEWILLSON","WR","24-291","2014-11-02","SEA",FALSE,"OAK","W 30-24",9,"Sun",8,2014,9,NA,NA,NA,NA,NA,1,16,0
"MALCOMFLOYD","WR","33-055","2014-11-02","SDG",TRUE,"MIA","L 0-37",9,"Sun",9,2014,9,NA,NA,NA,NA,NA,4,60,0
"MARCELREECE","RB","29-132","2014-11-02","OAK",TRUE,"SEA","L 24-30",9,"Sun",8,2014,9,NA,NA,NA,10,0,1,12,0
"MARIONGRICE","RB","23-206","2014-11-02","ARI",TRUE,"DAL","W 28-17",9,"Sun",8,2014,9,NA,NA,NA,12,1,NA,NA,NA
"MARKINGRAM","RB","24-313","2014-10-30","NOR",TRUE,"CAR","W 28-10",9,"Thu",8,2014,9,NA,NA,NA,100,2,1,10,0
"MARKSANCHEZ","QB","27-356","2014-11-02","PHI",TRUE,"HOU","W 31-21",9,"Sun",8,2014,9,202,2,2,5,0,NA,NA,NA
"MARKUSWHEATON","RB","23-268","2014-11-02","PIT",FALSE,"BAL","W 43-23",9,"Sun",9,2014,9,NA,NA,NA,4,0,2,62,1
"MARLONBROWN","WR","23-194","2014-11-02","BAL",TRUE,"PIT","L 23-43",9,"Sun",9,2014,9,NA,NA,NA,NA,NA,3,27,0
"MARQUESCOLSTON","WR","31-147","2014-10-30","NOR",TRUE,"CAR","W 28-10",9,"Thu",8,2014,9,NA,NA,NA,NA,NA,3,36,0
"MARSHAWNLYNCH","RB","28-194","2014-11-02","SEA",FALSE,"OAK","W 30-24",9,"Sun",8,2014,9,NA,NA,NA,67,2,5,76,0
"MARTAVISBRYANT","RB","22-317","2014-11-02","PIT",FALSE,"BAL","W 43-23",9,"Sun",9,2014,9,NA,NA,NA,3,0,3,44,2
"MATTASIATA","RB","27-101","2014-11-02","MIN",FALSE,"WAS","W 29-26",9,"Sun",9,2014,9,NA,NA,NA,26,3,4,31,0
"MATTMOORE","QB","30-085","2014-11-02","MIA",FALSE,"SDG","W 37-0",9,"Sun",8,2014,9,21,0,0,NA,NA,NA,NA,NA
"MATTSIMMS","QB","26-036","2014-11-02","NYJ",TRUE,"KAN","L 10-24",9,"Sun",9,2014,9,39,0,0,2,0,NA,NA,NA
"MATTSPAETH","WR","30-343","2014-11-02","PIT",FALSE,"BAL","W 43-23",9,"Sun",9,2014,9,NA,NA,NA,NA,NA,1,33,1
"MAURICEJONESDREW","RB","29-224","2014-11-02","OAK",TRUE,"SEA","L 24-30",9,"Sun",8,2014,9,NA,NA,NA,-2,0,1,11,0
"MICHAELCOX","RB","24-354","2014-11-03","NYG",FALSE,"IND","L 24-40",9,"Mon",8,2014,9,NA,NA,NA,27,0,NA,NA,NA
"MICHAELCRABTREE","WR","27-049","2014-11-02","SFO",FALSE,"STL","L 10-13",9,"Sun",8,2014,9,NA,NA,NA,NA,NA,5,40,0
"MICHAELFLOYD","WR","24-340","2014-11-02","ARI",TRUE,"DAL","W 28-17",9,"Sun",8,2014,9,NA,NA,NA,NA,NA,4,36,0
"MICHAELVICK","QB","34-129","2014-11-02","NYJ",TRUE,"KAN","L 10-24",9,"Sun",9,2014,9,196,1,0,18,0,NA,NA,NA
"MIKEEVANS","WR","21-073","2014-11-02","TAM",TRUE,"CLE","L 17-22",9,"Sun",8,2014,9,NA,NA,NA,NA,NA,7,124,2
"MIKEGLENNON","QB","24-325","2014-11-02","TAM",TRUE,"CLE","L 17-22",9,"Sun",8,2014,9,260,2,2,17,0,NA,NA,NA
"MIKEJAMES","RB","23-203","2014-11-02","TAM",TRUE,"CLE","L 17-22",9,"Sun",8,2014,9,NA,NA,NA,9,0,NA,NA,NA
"MIKEWALLACE","QB","28-093","2014-11-02","MIA",FALSE,"SDG","W 37-0",9,"Sun",8,2014,9,0,0,0,NA,NA,3,50,0
"MILESAUSTIN","WR","30-125","2014-11-02","CLE",FALSE,"TAM","W 22-17",9,"Sun",8,2014,9,NA,NA,NA,NA,NA,3,54,0
"MOHAMEDSANU","RB","25-072","2014-11-02","CIN",FALSE,"JAX","W 33-23",9,"Sun",8,2014,9,NA,NA,NA,9,0,4,95,1
"MYCHALRIVERA","WR","24-055","2014-11-02","OAK",TRUE,"SEA","L 24-30",9,"Sun",8,2014,9,NA,NA,NA,NA,NA,8,38,2
"NICKFOLES","QB","25-286","2014-11-02","PHI",TRUE,"HOU","W 31-21",9,"Sun",8,2014,9,124,1,1,1,0,NA,NA,NA
"NILESPAUL","WR","25-085","2014-11-02","WAS",TRUE,"MIN","L 26-29",9,"Sun",9,2014,9,NA,NA,NA,NA,NA,2,18,0
"ODELLBECKHAM","WR","21-363","2014-11-03","NYG",FALSE,"IND","L 24-40",9,"Mon",8,2014,9,NA,NA,NA,NA,NA,8,156,0
"OWENDANIELS","WR","31-358","2014-11-02","BAL",TRUE,"PIT","L 23-43",9,"Sun",9,2014,9,NA,NA,NA,NA,NA,6,53,0
"PAULRICHARDSON","WR","22-203","2014-11-02","SEA",FALSE,"OAK","W 30-24",9,"Sun",8,2014,9,NA,NA,NA,NA,NA,3,12,0
"PERCYHARVIN","RB","26-158","2014-11-02","NYJ",TRUE,"KAN","L 10-24",9,"Sun",9,2014,9,NA,NA,NA,8,0,11,129,0
"PEYTONHILLIS","RB","28-286","2014-11-03","NYG",FALSE,"IND","L 24-40",9,"Mon",8,2014,9,NA,NA,NA,20,0,5,50,0
"PEYTONMANNING","QB","38-223","2014-11-02","DEN",TRUE,"NWE","L 21-43",9,"Sun",8,2014,9,438,2,2,3,0,NA,NA,NA
"PHILIPRIVERS","QB","32-329","2014-11-02","SDG",TRUE,"MIA","L 0-37",9,"Sun",9,2014,9,138,0,3,3,0,NA,NA,NA
"PHILLIPSUPERNAW","WR","24-276","2014-11-02","BAL",TRUE,"PIT","L 23-43",9,"Sun",9,2014,9,NA,NA,NA,NA,NA,1,-2,0
"PIERREGARCON","WR","28-086","2014-11-02","WAS",TRUE,"MIN","L 26-29",9,"Sun",9,2014,9,NA,NA,NA,NA,NA,3,15,0
"PRESTONPARKER","WR","27-263","2014-11-03","NYG",FALSE,"IND","L 24-40",9,"Mon",8,2014,9,NA,NA,NA,NA,NA,1,7,0
"REGGIEWAYNE","WR","35-351","2014-11-03","IND",TRUE,"NYG","W 40-24",9,"Mon",9,2014,9,NA,NA,NA,NA,NA,4,70,1
"REXBURKHEAD","WR","22-345","2014-11-02","CIN",FALSE,"JAX","W 33-23",9,"Sun",8,2014,9,NA,NA,NA,NA,NA,2,10,0
"RHETTELLISON","WR","26-030","2014-11-02","MIN",FALSE,"WAS","W 29-26",9,"Sun",9,2014,9,NA,NA,NA,NA,NA,4,30,0
"RILEYCOOPER","WR","27-054","2014-11-02","PHI",TRUE,"HOU","W 31-21",9,"Sun",8,2014,9,NA,NA,NA,NA,NA,2,26,0
"RISHARDMATTHEWS","WR","25-021","2014-11-02","MIA",FALSE,"SDG","W 37-0",9,"Sun",8,2014,9,NA,NA,NA,NA,NA,1,21,1
"ROBERTGRIFFIN","QB","24-263","2014-11-02","WAS",TRUE,"MIN","L 26-29",9,"Sun",9,2014,9,251,1,1,24,0,NA,NA,NA
"ROBERTHUGHES","WR","25-134","2014-11-02","ARI",TRUE,"DAL","W 28-17",9,"Sun",8,2014,9,NA,NA,NA,NA,NA,1,18,0
"ROBERTMEACHEM","WR","30-032","2014-10-30","NOR",TRUE,"CAR","W 28-10",9,"Thu",8,2014,9,NA,NA,NA,NA,NA,1,25,0
"ROBERTTURBIN","RB","24-335","2014-11-02","SEA",FALSE,"OAK","W 30-24",9,"Sun",8,2014,9,NA,NA,NA,35,0,1,14,0
"ROBGRONKOWSKI","WR","25-172","2014-11-02","NWE",FALSE,"DEN","W 43-21",9,"Sun",9,2014,9,NA,NA,NA,NA,NA,9,105,1
"RONNIEBROWN","RB","32-325","2014-11-02","SDG",TRUE,"MIA","L 0-37",9,"Sun",9,2014,9,NA,NA,NA,5,0,NA,NA,NA
"RONNIEHILLMAN","RB","23-049","2014-11-02","DEN",TRUE,"NWE","L 21-43",9,"Sun",8,2014,9,NA,NA,NA,16,1,7,47,1
"ROYHELU","RB","25-330","2014-11-02","WAS",TRUE,"MIN","L 26-29",9,"Sun",9,2014,9,NA,NA,NA,6,0,4,46,0
"RUEBENRANDLE","WR","23-180","2014-11-03","NYG",FALSE,"IND","L 24-40",9,"Mon",8,2014,9,NA,NA,NA,NA,NA,4,49,0
"RUSSELLWILSON","QB","25-338","2014-11-02","SEA",FALSE,"OAK","W 30-24",9,"Sun",8,2014,9,179,0,0,31,0,NA,NA,NA
"RYANFITZPATRICK","QB","31-343","2014-11-02","HOU",FALSE,"PHI","L 21-31",9,"Sun",9,2014,9,203,2,1,49,0,NA,NA,NA
"RYANHEWITT","WR","23-282","2014-11-02","CIN",FALSE,"JAX","W 33-23",9,"Sun",8,2014,9,NA,NA,NA,NA,NA,1,7,0
"RYANTANNEHILL","QB","26-098","2014-11-02","MIA",FALSE,"SDG","W 37-0",9,"Sun",8,2014,9,288,3,0,47,0,NA,NA,NA
"SHANEVEREEN","RB","25-245","2014-11-02","NWE",FALSE,"DEN","W 43-21",9,"Sun",9,2014,9,NA,NA,NA,29,0,5,38,1
"STEDMANBAILEY","WR","23-356","2014-11-02","STL",TRUE,"SFO","W 13-10",9,"Sun",8,2014,9,NA,NA,NA,NA,NA,1,7,0
"STEVEJOHNSON","WR","27-339","2014-11-02","SFO",FALSE,"STL","L 10-13",9,"Sun",8,2014,9,NA,NA,NA,NA,NA,3,41,0
"STEVESMITH","WR","35-174","2014-11-02","BAL",TRUE,"PIT","L 23-43",9,"Sun",9,2014,9,NA,NA,NA,NA,NA,5,36,0
"TAVONAUSTIN","RB","23-232","2014-11-02","STL",TRUE,"SFO","W 13-10",9,"Sun",8,2014,9,NA,NA,NA,7,0,2,11,0
"TAYLORGABRIEL","WR","23-258","2014-11-02","CLE",FALSE,"TAM","W 22-17",9,"Sun",8,2014,9,NA,NA,NA,NA,NA,5,87,1
"TEDDYBRIDGEWATER","QB","21-357","2014-11-02","MIN",FALSE,"WAS","W 29-26",9,"Sun",9,2014,9,268,1,0,20,0,NA,NA,NA
"TEDGINN","WR","29-204","2014-11-02","ARI",TRUE,"DAL","W 28-17",9,"Sun",8,2014,9,NA,NA,NA,NA,NA,2,42,0
"TERRANCEWEST","RB","23-278","2014-11-02","CLE",FALSE,"TAM","W 22-17",9,"Sun",8,2014,9,NA,NA,NA,48,0,1,2,1
"TERRANCEWILLIAMS","WR","25-045","2014-11-02","DAL",FALSE,"ARI","L 17-28",9,"Sun",9,2014,9,NA,NA,NA,NA,NA,2,19,0
"TOBYGERHART","RB","27-219","2014-11-02","JAX",TRUE,"CIN","L 23-33",9,"Sun",9,2014,9,NA,NA,NA,19,0,3,49,0
"TOMBRADY","QB","37-091","2014-11-02","NWE",FALSE,"DEN","W 43-21",9,"Sun",9,2014,9,333,4,1,4,0,NA,NA,NA
"TORREYSMITH","WR","25-280","2014-11-02","BAL",TRUE,"PIT","L 23-43",9,"Sun",9,2014,9,NA,NA,NA,NA,NA,4,63,1
"TRAVARISCADET","RB","25-271","2014-10-30","NOR",TRUE,"CAR","W 28-10",9,"Thu",8,2014,9,NA,NA,NA,1,0,3,29,0
"TRAVISBENJAMIN","WR","24-308","2014-11-02","CLE",FALSE,"TAM","W 22-17",9,"Sun",8,2014,9,NA,NA,NA,NA,NA,2,52,0
"TRAVISKELCE","WR","25-028","2014-11-02","KAN",FALSE,"NYJ","W 24-10",9,"Sun",8,2014,9,NA,NA,NA,NA,NA,4,67,1
"TREMASON","RB","21-088","2014-11-02","STL",TRUE,"SFO","W 13-10",9,"Sun",8,2014,9,NA,NA,NA,65,0,1,-8,0
"TRENTRICHARDSON","RB","23-116","2014-11-03","IND",TRUE,"NYG","W 40-24",9,"Mon",9,2014,9,NA,NA,NA,33,0,2,9,0
"TREYWATTS","WR","23-262","2014-11-02","STL",TRUE,"SFO","W 13-10",9,"Sun",8,2014,9,NA,NA,NA,NA,NA,1,6,0
"TYHILTON","WR","24-354","2014-11-03","IND",TRUE,"NYG","W 40-24",9,"Mon",9,2014,9,NA,NA,NA,NA,NA,3,71,1
"VERNONDAVIS","WR","30-275","2014-11-02","SFO",FALSE,"STL","L 10-13",9,"Sun",8,2014,9,NA,NA,NA,NA,NA,2,19,0
"VINCENTJACKSON","WR","31-292","2014-11-02","TAM",TRUE,"CLE","L 17-22",9,"Sun",8,2014,9,NA,NA,NA,NA,NA,6,86,0
"WESWELKER","WR","33-185","2014-11-02","DEN",TRUE,"NWE","L 21-43",9,"Sun",8,2014,9,NA,NA,NA,NA,NA,3,31,0
"WILLJOHNSON","WR","24-353","2014-11-02","PIT",FALSE,"BAL","W 43-23",9,"Sun",9,2014,9,NA,NA,NA,NA,NA,1,1,0
"ZACHERTZ","WR","23-357","2014-11-02","PHI",TRUE,"HOU","W 31-21",9,"Sun",8,2014,9,NA,NA,NA,NA,NA,1,4,0
"AARONRODGERS","QB","30-342","2014-11-09","GNB",FALSE,"CHI","W 55-14",10,"Sun",9,2014,10,315,6,0,NA,NA,NA,NA,NA
"ACESANDERS","WR","22-362","2014-11-09","JAX",FALSE,"DAL","L 17-31",10,"Sun",10,2014,10,NA,NA,NA,NA,NA,1,10,0
"AJGREEN","WR","26-098","2014-11-06","CIN",FALSE,"CLE","L 3-24",10,"Thu",9,2014,10,NA,NA,NA,NA,NA,3,23,0
"AJJENKINS","WR","25-040","2014-11-09","KAN",TRUE,"BUF","W 17-13",10,"Sun",9,2014,10,NA,NA,NA,NA,NA,1,27,0
"ALEXSMITH","QB","30-186","2014-11-09","KAN",TRUE,"BUF","W 17-13",10,"Sun",9,2014,10,177,0,0,25,1,NA,NA,NA
"ALLENHURNS","WR","22-362","2014-11-09","JAX",FALSE,"DAL","L 17-31",10,"Sun",10,2014,10,NA,NA,NA,NA,NA,1,9,0
"ALLENROBINSON","WR","21-077","2014-11-09","JAX",FALSE,"DAL","L 17-31",10,"Sun",10,2014,10,NA,NA,NA,NA,NA,5,60,0
"ALSHONJEFFERY","RB","24-263","2014-11-09","CHI",TRUE,"GNB","L 14-55",10,"Sun",9,2014,10,NA,NA,NA,8,0,6,63,0
"ANDREELLINGTON","RB","25-279","2014-11-09","ARI",FALSE,"STL","W 31-14",10,"Sun",9,2014,10,NA,NA,NA,23,1,5,19,0
"ANDREWILLIAMS","RB","22-073","2014-11-09","NYG",TRUE,"SEA","L 17-38",10,"Sun",9,2014,10,NA,NA,NA,33,1,2,5,0
"ANDREWQUARLESS","WR","26-034","2014-11-09","GNB",FALSE,"CHI","W 55-14",10,"Sun",9,2014,10,NA,NA,NA,NA,NA,2,10,1
"ANDYDALTON","QB","27-008","2014-11-06","CIN",FALSE,"CLE","L 3-24",10,"Thu",9,2014,10,86,0,3,8,0,NA,NA,NA
"ANQUANBOLDIN","WR","34-037","2014-11-09","SFO",TRUE,"NOR","W 27-24",10,"Sun",9,2014,10,NA,NA,NA,NA,NA,6,95,1
"ANTHONYDIXON","RB","27-046","2014-11-09","BUF",FALSE,"KAN","L 13-17",10,"Sun",9,2014,10,NA,NA,NA,62,0,NA,NA,NA
"ANTHONYFASANO","WR","30-203","2014-11-09","KAN",TRUE,"BUF","W 17-13",10,"Sun",9,2014,10,NA,NA,NA,NA,NA,1,7,0
"ANTONESMITH","RB","29-053","2014-11-09","ATL",TRUE,"TAM","W 27-17",10,"Sun",9,2014,10,NA,NA,NA,3,0,NA,NA,NA
"ANTONIOBROWN","WR","26-122","2014-11-09","PIT",TRUE,"NYJ","L 13-20",10,"Sun",10,2014,10,NA,NA,NA,NA,NA,8,74,0
"AUSTINDAVIS","QB","25-160","2014-11-09","STL",TRUE,"ARI","L 14-31",10,"Sun",9,2014,10,216,1,2,0,0,NA,NA,NA
"AUSTINSEFERIANJENKINS","WR","24-018","2014-11-09","TAM",FALSE,"ATL","L 17-27",10,"Sun",9,2014,10,NA,NA,NA,NA,NA,5,30,1
"BENNYCUNNINGHAM","RB","24-125","2014-11-09","STL",TRUE,"ARI","L 14-31",10,"Sun",9,2014,10,NA,NA,NA,12,1,2,16,0
"BENROETHLISBERGER","QB","32-252","2014-11-09","PIT",TRUE,"NYJ","L 13-20",10,"Sun",10,2014,10,343,1,2,0,0,NA,NA,NA
"BENTATE","RB","26-077","2014-11-06","CLE",TRUE,"CIN","W 24-3",10,"Thu",9,2014,10,NA,NA,NA,34,1,2,27,0
"BENWATSON","WR","33-326","2014-11-09","NOR",FALSE,"SFO","L 24-27",10,"Sun",9,2014,10,NA,NA,NA,NA,NA,1,13,0
"BERNARDPIERCE","RB","24-183","2014-11-09","BAL",FALSE,"TEN","W 21-7",10,"Sun",10,2014,10,NA,NA,NA,31,0,NA,NA,NA
"BILALPOWELL","RB","26-013","2014-11-09","NYJ",FALSE,"PIT","W 20-13",10,"Sun",10,2014,10,NA,NA,NA,4,0,NA,NA,NA
"BISHOPSANKEY","RB","22-055","2014-11-09","TEN",TRUE,"BAL","L 7-21",10,"Sun",9,2014,10,NA,NA,NA,55,0,3,19,0
"BLAKEBORTLES","QB","22-328","2014-11-09","JAX",FALSE,"DAL","L 17-31",10,"Sun",10,2014,10,290,0,1,3,0,NA,NA,NA
"BOBBYRAINEY","RB","27-024","2014-11-09","TAM",FALSE,"ATL","L 17-27",10,"Sun",9,2014,10,NA,NA,NA,14,0,4,42,0
"BRANDINCOOKS","WR","21-045","2014-11-09","NOR",FALSE,"SFO","L 24-27",10,"Sun",9,2014,10,NA,NA,NA,NA,NA,5,90,1
"BRANDONBOSTICK","WR","25-190","2014-11-09","GNB",FALSE,"CHI","W 55-14",10,"Sun",9,2014,10,NA,NA,NA,NA,NA,1,1,1
"BRANDONGIBSON","WR","27-088","2014-11-09","MIA",TRUE,"DET","L 16-20",10,"Sun",9,2014,10,NA,NA,NA,NA,NA,2,20,0
"BRANDONMARSHALL","WR","30-231","2014-11-09","CHI",TRUE,"GNB","L 14-55",10,"Sun",9,2014,10,NA,NA,NA,NA,NA,8,112,1
"BRANDONWEEDEN","QB","31-026","2014-11-09","DAL",TRUE,"JAX","W 31-17",10,"Sun",10,2014,10,8,0,0,-3,0,NA,NA,NA
"BRENTCELEK","WR","29-289","2014-11-10","PHI",FALSE,"CAR","W 45-21",10,"Mon",9,2014,10,NA,NA,NA,NA,NA,5,116,0
"BRENTONBERSIN","WR","24-185","2014-11-10","CAR",TRUE,"PHI","L 21-45",10,"Mon",10,2014,10,NA,NA,NA,NA,NA,2,24,0
"BRIANHARTLINE","WR","27-352","2014-11-09","MIA",TRUE,"DET","L 16-20",10,"Sun",9,2014,10,NA,NA,NA,NA,NA,1,1,0
"BRIANHOYER","QB","29-024","2014-11-06","CLE",TRUE,"CIN","W 24-3",10,"Thu",9,2014,10,198,0,0,1,0,NA,NA,NA
"BRIANLEONHARDT","WR","24-221","2014-11-09","OAK",FALSE,"DEN","L 17-41",10,"Sun",9,2014,10,NA,NA,NA,NA,NA,1,5,0
"BRICEBUTLER","WR","24-284","2014-11-09","OAK",FALSE,"DEN","L 17-41",10,"Sun",9,2014,10,NA,NA,NA,NA,NA,2,12,1
"BROCKOSWEILER","QB","23-352","2014-11-09","DEN",TRUE,"OAK","W 41-17",10,"Sun",9,2014,10,13,0,0,2,0,NA,NA,NA
"BRUCEMILLER","RB","27-095","2014-11-09","SFO",TRUE,"NOR","W 27-24",10,"Sun",9,2014,10,NA,NA,NA,3,0,NA,NA,NA
"BRYCEBROWN","RB","23-179","2014-11-09","BUF",FALSE,"KAN","L 13-17",10,"Sun",9,2014,10,NA,NA,NA,35,0,6,65,0
"CALVINJOHNSON","WR","29-041","2014-11-09","DET",FALSE,"MIA","W 20-16",10,"Sun",9,2014,10,NA,NA,NA,NA,NA,7,113,1
"CAMNEWTON","QB","25-183","2014-11-10","CAR",TRUE,"PHI","L 21-45",10,"Mon",10,2014,10,306,2,3,6,0,NA,NA,NA
"CARLOSHYDE","RB","24-050","2014-11-09","SFO",TRUE,"NOR","W 27-24",10,"Sun",9,2014,10,NA,NA,NA,36,1,NA,NA,NA
"CARSONPALMER","QB","34-317","2014-11-09","ARI",FALSE,"STL","W 31-14",10,"Sun",9,2014,10,241,0,1,1,0,NA,NA,NA
"CECILSHORTS","WR","26-322","2014-11-09","JAX",FALSE,"DAL","L 17-31",10,"Sun",10,2014,10,NA,NA,NA,NA,NA,5,119,0
"CEDRICPEERMAN","RB","28-027","2014-11-06","CIN",FALSE,"CLE","L 3-24",10,"Thu",9,2014,10,NA,NA,NA,-2,0,NA,NA,NA
"CHARLESCLAY","WR","25-269","2014-11-09","MIA",TRUE,"DET","L 16-20",10,"Sun",9,2014,10,NA,NA,NA,NA,NA,7,45,0
"CHARLESSIMS","RB","24-051","2014-11-09","TAM",FALSE,"ATL","L 17-27",10,"Sun",9,2014,10,NA,NA,NA,23,0,2,17,0
"CHRISGIVENS","WR","24-338","2014-11-09","STL",TRUE,"ARI","L 14-31",10,"Sun",9,2014,10,NA,NA,NA,NA,NA,2,2,0
"CHRISHOGAN","WR","26-016","2014-11-09","BUF",FALSE,"KAN","L 13-17",10,"Sun",9,2014,10,NA,NA,NA,NA,NA,5,57,1
"CHRISIVORY","RB","26-232","2014-11-09","NYJ",FALSE,"PIT","W 20-13",10,"Sun",10,2014,10,NA,NA,NA,51,0,NA,NA,NA
"CHRISJOHNSON","RB","29-047","2014-11-09","NYJ",FALSE,"PIT","W 20-13",10,"Sun",10,2014,10,NA,NA,NA,23,0,1,12,0
"CHRISPOLK","RB","24-329","2014-11-10","PHI",FALSE,"CAR","W 45-21",10,"Mon",9,2014,10,NA,NA,NA,11,0,NA,NA,NA
"CHRISTINEMICHAEL","RB","24-000","2014-11-09","SEA",FALSE,"NYG","W 38-17",10,"Sun",9,2014,10,NA,NA,NA,71,0,NA,NA,NA
"CHRISWILLIAMS","RB","27-054","2014-11-09","CHI",TRUE,"GNB","L 14-55",10,"Sun",9,2014,10,NA,NA,NA,-8,0,NA,NA,NA
"CJANDERSON","RB","23-272","2014-11-09","DEN",TRUE,"OAK","W 41-17",10,"Sun",9,2014,10,NA,NA,NA,90,0,4,73,1
"CLAYHARBOR","WR","27-130","2014-11-09","JAX",FALSE,"DAL","L 17-31",10,"Sun",10,2014,10,NA,NA,NA,NA,NA,3,28,0
"CODYLATIMER","WR","22-030","2014-11-09","DEN",TRUE,"OAK","W 41-17",10,"Sun",9,2014,10,NA,NA,NA,NA,NA,1,9,0
"COLEBEASLEY","WR","25-197","2014-11-09","DAL",TRUE,"JAX","W 31-17",10,"Sun",10,2014,10,NA,NA,NA,NA,NA,1,11,0
"COLINKAEPERNICK","QB","27-006","2014-11-09","SFO",TRUE,"NOR","W 27-24",10,"Sun",9,2014,10,210,1,0,24,0,NA,NA,NA
"COOPERHELFET","WR","25-160","2014-11-09","SEA",FALSE,"NYG","W 38-17",10,"Sun",9,2014,10,NA,NA,NA,NA,NA,1,32,0
