"name","pos","age","date","team","home.game","opponent","result","week","day","game","year","week.1","passYds","passTds","passInt","rushYds","rushTds","rec","recYds","recTds"
"MOHAMEDSANU","WR","25-044","2014-10-05","CIN",TRUE,"NWE","L 17-43",5,"Sun",4,2014,5,NA,NA,NA,NA,NA,5,70,1
"MONTEEBALL","RB","23-304","2014-10-05","DEN",FALSE,"ARI","W 41-20",5,"Sun",4,2014,5,NA,NA,NA,7,0,2,11,0
"NATEWASHINGTON","WR","31-038","2014-10-05","TEN",FALSE,"CLE","L 28-29",5,"Sun",5,2014,5,NA,NA,NA,NA,NA,4,57,0
"NICKFOLES","QB","25-258","2014-10-05","PHI",FALSE,"STL","W 34-28",5,"Sun",5,2014,5,207,2,1,13,0,NA,NA,NA
"NILESPAUL","WR","25-058","2014-10-06","WAS",FALSE,"SEA","L 17-27",5,"Mon",5,2014,5,NA,NA,NA,NA,NA,1,6,0
"ODELLBECKHAM","WR","21-334","2014-10-05","NYG",FALSE,"ATL","W 30-20",5,"Sun",5,2014,5,NA,NA,NA,NA,NA,4,44,1
"OWENDANIELS","WR","31-330","2014-10-05","BAL",TRUE,"IND","L 13-20",5,"Sun",5,2014,5,NA,NA,NA,NA,NA,5,70,0
"PERCYHARVIN","RB","26-131","2014-10-06","SEA",TRUE,"WAS","W 27-17",5,"Mon",4,2014,5,NA,NA,NA,7,0,4,27,0
"PEYTONHILLIS","RB","28-257","2014-10-05","NYG",FALSE,"ATL","W 30-20",5,"Sun",5,2014,5,NA,NA,NA,7,0,NA,NA,NA
"PEYTONMANNING","QB","38-195","2014-10-05","DEN",FALSE,"ARI","W 41-20",5,"Sun",4,2014,5,479,4,2,-2,0,NA,NA,NA
"PHILIPRIVERS","QB","32-301","2014-10-05","SDG",FALSE,"NYJ","W 31-0",5,"Sun",5,2014,5,288,3,1,3,0,NA,NA,NA
"PHILLYBROWN","RB","22-293","2014-10-05","CAR",FALSE,"CHI","W 31-24",5,"Sun",5,2014,5,NA,NA,NA,22,0,1,4,0
"PIERREGARCON","WR","28-059","2014-10-06","WAS",FALSE,"SEA","L 17-27",5,"Mon",5,2014,5,NA,NA,NA,NA,NA,2,23,0
"PIERRETHOMAS","RB","29-291","2014-10-05","NOR",FALSE,"TAM","W 37-31",5,"Sun",5,2014,5,NA,NA,NA,35,1,8,77,1
"PRESTONPARKER","WR","27-234","2014-10-05","NYG",FALSE,"ATL","W 30-20",5,"Sun",5,2014,5,NA,NA,NA,NA,NA,3,61,0
"RANDALLCOBB","WR","24-041","2014-10-02","GNB",FALSE,"MIN","W 42-10",5,"Thu",5,2014,5,NA,NA,NA,NA,NA,3,34,1
"RASHADJENNINGS","RB","29-193","2014-10-05","NYG",FALSE,"ATL","W 30-20",5,"Sun",5,2014,5,NA,NA,NA,55,0,2,17,0
"RAYAGNEW","WR","23-221","2014-10-05","CLE",TRUE,"TEN","W 29-28",5,"Sun",4,2014,5,NA,NA,NA,NA,NA,1,12,0
"REGGIEBUSH","RB","29-217","2014-10-05","DET",FALSE,"BUF","L 14-17",5,"Sun",5,2014,5,NA,NA,NA,13,0,2,30,0
"REGGIEWAYNE","WR","35-322","2014-10-05","IND",FALSE,"BAL","W 20-13",5,"Sun",5,2014,5,NA,NA,NA,NA,NA,7,77,0
"RHETTELLISON","WR","25-364","2014-10-02","MIN",TRUE,"GNB","L 10-42",5,"Thu",5,2014,5,NA,NA,NA,NA,NA,1,12,0
"RILEYCOOPER","WR","27-026","2014-10-05","PHI",FALSE,"STL","W 34-28",5,"Sun",5,2014,5,NA,NA,NA,NA,NA,4,33,1
"ROBERTHERRON","WR","22-125","2014-10-05","TAM",TRUE,"NOR","L 31-37",5,"Sun",5,2014,5,NA,NA,NA,NA,NA,1,9,1
"ROBERTHUGHES","RB","25-106","2014-10-05","ARI",TRUE,"DEN","L 20-41",5,"Sun",4,2014,5,NA,NA,NA,0,0,NA,NA,NA
"ROBERTTURBIN","RB","24-308","2014-10-06","SEA",TRUE,"WAS","W 27-17",5,"Mon",4,2014,5,NA,NA,NA,19,0,NA,NA,NA
"ROBERTWOODS","WR","22-178","2014-10-05","BUF",TRUE,"DET","W 17-14",5,"Sun",5,2014,5,NA,NA,NA,NA,NA,3,37,0
"ROBGRONKOWSKI","WR","25-144","2014-10-05","NWE",FALSE,"CIN","W 43-17",5,"Sun",5,2014,5,NA,NA,NA,NA,NA,6,100,1
"RODDYWHITE","WR","32-337","2014-10-05","ATL",TRUE,"NYG","L 20-30",5,"Sun",5,2014,5,NA,NA,NA,NA,NA,2,26,0
"RONNIEHILLMAN","RB","23-021","2014-10-05","DEN",FALSE,"ARI","W 41-20",5,"Sun",4,2014,5,NA,NA,NA,64,0,NA,NA,NA
"ROYHELU","RB","25-303","2014-10-06","WAS",FALSE,"SEA","L 17-27",5,"Mon",5,2014,5,NA,NA,NA,-1,0,5,59,0
"RUEBENRANDLE","WR","23-151","2014-10-05","NYG",FALSE,"ATL","W 30-20",5,"Sun",5,2014,5,NA,NA,NA,NA,NA,4,33,1
"RUSSELLWILSON","QB","25-311","2014-10-06","SEA",TRUE,"WAS","W 27-17",5,"Mon",4,2014,5,201,2,0,122,1,NA,NA,NA
"RYANFITZPATRICK","QB","31-315","2014-10-05","HOU",TRUE,"DAL","L 17-20",5,"Sun",5,2014,5,154,0,1,3,0,NA,NA,NA
"RYANGRIFFIN","WR","24-267","2014-10-05","HOU",TRUE,"DAL","L 17-20",5,"Sun",5,2014,5,NA,NA,NA,NA,NA,1,8,0
"SAMMYWATKINS","WR","21-113","2014-10-05","BUF",TRUE,"DET","W 17-14",5,"Sun",5,2014,5,NA,NA,NA,NA,NA,7,87,0
"SANTONIOHOLMES","WR","30-216","2014-10-05","CHI",TRUE,"CAR","L 24-31",5,"Sun",5,2014,5,NA,NA,NA,NA,NA,1,6,0
"SCOTTCHANDLER","WR","29-074","2014-10-05","BUF",TRUE,"DET","W 17-14",5,"Sun",5,2014,5,NA,NA,NA,NA,NA,4,21,0
"SEYIAJIROTUTU","WR","27-115","2014-10-05","SDG",FALSE,"NYJ","W 31-0",5,"Sun",5,2014,5,NA,NA,NA,NA,NA,1,11,0
"SHANEVEREEN","RB","25-217","2014-10-05","NWE",FALSE,"CIN","W 43-17",5,"Sun",5,2014,5,NA,NA,NA,90,0,3,18,0
"SHAUNDRAUGHN","RB","26-302","2014-10-05","SDG",FALSE,"NYJ","W 31-0",5,"Sun",5,2014,5,NA,NA,NA,19,0,NA,NA,NA
"SHONNGREENE","RB","29-045","2014-10-05","TEN",FALSE,"CLE","L 28-29",5,"Sun",5,2014,5,NA,NA,NA,36,0,NA,NA,NA
"STEDMANBAILEY","WR","23-328","2014-10-05","STL",TRUE,"PHI","L 28-34",5,"Sun",4,2014,5,NA,NA,NA,NA,NA,2,20,0
"STEPFANTAYLOR","RB","23-118","2014-10-05","ARI",TRUE,"DEN","L 20-41",5,"Sun",4,2014,5,NA,NA,NA,6,0,NA,NA,NA
"STEVANRIDLEY","RB","25-251","2014-10-05","NWE",FALSE,"CIN","W 43-17",5,"Sun",5,2014,5,NA,NA,NA,113,1,NA,NA,NA
"STEVEJOHNSON","WR","27-311","2014-10-05","SFO",FALSE,"KAN","W 22-17",5,"Sun",5,2014,5,NA,NA,NA,NA,NA,1,9,1
"STEVENJACKSON","RB","31-075","2014-10-05","ATL",TRUE,"NYG","L 20-30",5,"Sun",5,2014,5,NA,NA,NA,37,1,5,37,0
"STEVESMITH","WR","35-146","2014-10-05","BAL",TRUE,"IND","L 13-20",5,"Sun",5,2014,5,NA,NA,NA,NA,NA,5,34,0
"STORMJOHNSON","RB","22-087","2014-10-05","JAX",FALSE,"PIT","L 9-17",5,"Sun",5,2014,5,NA,NA,NA,27,0,NA,NA,NA
"TAVONAUSTIN","WR","23-204","2014-10-05","STL",TRUE,"PHI","L 28-34",5,"Sun",4,2014,5,NA,NA,NA,NA,NA,2,33,0
"TAYLORGABRIEL","WR","23-230","2014-10-05","CLE",TRUE,"TEN","W 29-28",5,"Sun",4,2014,5,NA,NA,NA,NA,NA,4,95,0
"TEDGINN","RB","29-176","2014-10-05","ARI",TRUE,"DEN","L 20-41",5,"Sun",4,2014,5,NA,NA,NA,-1,0,NA,NA,NA
"TERRANCEWEST","RB","23-250","2014-10-05","CLE",TRUE,"TEN","W 29-28",5,"Sun",4,2014,5,NA,NA,NA,31,0,NA,NA,NA
"TERRANCEWILLIAMS","WR","25-017","2014-10-05","DAL",FALSE,"HOU","W 20-17",5,"Sun",5,2014,5,NA,NA,NA,NA,NA,2,71,1
"TIMWRIGHT","WR","24-181","2014-10-05","NWE",FALSE,"CIN","W 43-17",5,"Sun",5,2014,5,NA,NA,NA,NA,NA,5,85,1
"TOBYGERHART","RB","27-191","2014-10-05","JAX",FALSE,"PIT","L 9-17",5,"Sun",5,2014,5,NA,NA,NA,9,0,1,20,0
"TOMBRADY","QB","37-063","2014-10-05","NWE",FALSE,"CIN","W 43-17",5,"Sun",5,2014,5,292,2,0,13,0,NA,NA,NA
"TONYROMO","QB","34-167","2014-10-05","DAL",FALSE,"HOU","W 20-17",5,"Sun",5,2014,5,324,2,1,NA,NA,NA,NA,NA
"TORREYSMITH","WR","25-252","2014-10-05","BAL",TRUE,"IND","L 13-20",5,"Sun",5,2014,5,NA,NA,NA,NA,NA,3,38,0
"TRAVARISCADET","WR","25-246","2014-10-05","NOR",FALSE,"TAM","W 37-31",5,"Sun",5,2014,5,NA,NA,NA,NA,NA,3,19,1
"TRAVISBENJAMIN","WR","24-280","2014-10-05","CLE",TRUE,"TEN","W 29-28",5,"Sun",4,2014,5,NA,NA,NA,NA,NA,4,48,2
"TRAVISKELCE","WR","25-000","2014-10-05","KAN",TRUE,"SFO","L 17-22",5,"Sun",5,2014,5,NA,NA,NA,NA,NA,2,15,1
"TRENTRICHARDSON","RB","23-087","2014-10-05","IND",FALSE,"BAL","W 20-13",5,"Sun",5,2014,5,NA,NA,NA,37,0,4,10,0
"TREYWATTS","RB","23-234","2014-10-05","STL",TRUE,"PHI","L 28-34",5,"Sun",4,2014,5,NA,NA,NA,6,0,2,12,0
"TYHILTON","WR","24-325","2014-10-05","IND",FALSE,"BAL","W 20-13",5,"Sun",5,2014,5,NA,NA,NA,NA,NA,9,90,0
"VICTORCRUZ","WR","27-328","2014-10-05","NYG",FALSE,"ATL","W 30-20",5,"Sun",5,2014,5,NA,NA,NA,NA,NA,3,22,0
"VINCENTJACKSON","WR","31-264","2014-10-05","TAM",TRUE,"NOR","L 31-37",5,"Sun",5,2014,5,NA,NA,NA,NA,NA,8,144,0
"WESWELKER","WR","33-157","2014-10-05","DEN",FALSE,"ARI","W 41-20",5,"Sun",4,2014,5,NA,NA,NA,NA,NA,7,58,0
"WILLJOHNSON","RB","24-325","2014-10-05","PIT",TRUE,"JAX","W 17-9",5,"Sun",5,2014,5,NA,NA,NA,0,0,1,12,0
"WILLTAUFOOU","WR","28-108","2014-10-05","JAX",FALSE,"PIT","L 9-17",5,"Sun",5,2014,5,NA,NA,NA,NA,NA,1,12,0
"ZACHERTZ","WR","23-329","2014-10-05","PHI",FALSE,"STL","W 34-28",5,"Sun",5,2014,5,NA,NA,NA,NA,NA,3,39,0
"ZACSTACY","RB","23-179","2014-10-05","STL",TRUE,"PHI","L 28-34",5,"Sun",4,2014,5,NA,NA,NA,42,0,4,36,0
"AARONDOBSON","WR","23-081","2014-10-12","NWE",TRUE,"BUF","W 37-22",6,"Sun",6,2014,6,NA,NA,NA,NA,NA,1,9,0
"AARONRODGERS","QB","30-314","2014-10-12","GNB",TRUE,"MIA","W 27-24",6,"Sun",6,2014,6,264,3,0,34,0,NA,NA,NA
"ADRIENROBINSON","WR","24-325","2014-10-12","NYG",TRUE,"PHI","L 0-27",6,"Sun",6,2014,6,NA,NA,NA,NA,NA,1,29,0
"AHMADBRADSHAW","RB","28-204","2014-10-09","IND",TRUE,"HOU","W 33-28",6,"Thu",6,2014,6,NA,NA,NA,34,0,3,25,1
"ALFREDBLUE","RB","23-165","2014-10-09","HOU",FALSE,"IND","L 28-33",6,"Thu",6,2014,6,NA,NA,NA,22,0,NA,NA,NA
"ALFREDMORRIS","RB","25-304","2014-10-12","WAS",TRUE,"ARI","L 20-30",6,"Sun",6,2014,6,NA,NA,NA,41,0,1,14,0
"ALLENHURNS","WR","22-334","2014-10-12","JAX",TRUE,"TEN","L 14-16",6,"Sun",6,2014,6,NA,NA,NA,NA,NA,2,18,0
"ALLENROBINSON","WR","21-049","2014-10-12","JAX",TRUE,"TEN","L 14-16",6,"Sun",6,2014,6,NA,NA,NA,NA,NA,8,68,0
"ALSHONJEFFERY","RB","24-235","2014-10-12","CHI",TRUE,"ATL","W 27-13",6,"Sun",6,2014,6,NA,NA,NA,0,0,5,136,0
"ANDREELLINGTON","RB","25-251","2014-10-12","ARI",FALSE,"WAS","W 30-20",6,"Sun",5,2014,6,NA,NA,NA,67,0,6,26,0
"ANDREHOLMES","WR","26-118","2014-10-12","OAK",FALSE,"SDG","L 28-31",6,"Sun",5,2014,6,NA,NA,NA,NA,NA,4,121,2
"ANDREJOHNSON","WR","33-090","2014-10-09","HOU",FALSE,"IND","L 28-33",6,"Thu",6,2014,6,NA,NA,NA,NA,NA,7,99,1
"ANDREROBERTS","WR","26-276","2014-10-12","WAS",TRUE,"ARI","L 20-30",6,"Sun",6,2014,6,NA,NA,NA,NA,NA,5,55,0
"ANDREWILLIAMS","RB","22-045","2014-10-12","NYG",TRUE,"PHI","L 0-27",6,"Sun",6,2014,6,NA,NA,NA,59,0,NA,NA,NA
"ANDREWLUCK","QB","25-027","2014-10-09","IND",TRUE,"HOU","W 33-28",6,"Thu",6,2014,6,370,3,1,18,0,NA,NA,NA
"ANDREWQUARLESS","WR","26-006","2014-10-12","GNB",TRUE,"MIA","W 27-24",6,"Sun",6,2014,6,NA,NA,NA,NA,NA,2,11,1
"ANDYDALTON","QB","26-348","2014-10-12","CIN",FALSE,"CAR","T 37-37",6,"Sun",5,2014,6,323,2,2,25,0,NA,NA,NA
"ANQUANBOLDIN","WR","34-010","2014-10-13","SFO",TRUE,"STL","W 31-17",6,"Mon",6,2014,6,NA,NA,NA,NA,NA,7,94,1
"ANTHONYDIXON","RB","27-018","2014-10-12","BUF",FALSE,"NWE","L 22-37",6,"Sun",6,2014,6,NA,NA,NA,23,0,NA,NA,NA
"ANTONESMITH","RB","29-025","2014-10-12","ATL",FALSE,"CHI","L 13-27",6,"Sun",6,2014,6,NA,NA,NA,5,0,4,64,1
"ANTONIOBROWN","RB","26-094","2014-10-12","PIT",TRUE,"CLE","L 10-31",6,"Sun",6,2014,6,NA,NA,NA,-2,0,7,118,0
"ANTONIOGATES","WR","34-116","2014-10-12","SDG",TRUE,"OAK","W 31-28",6,"Sun",6,2014,6,NA,NA,NA,NA,NA,3,27,1
"ARIANFOSTER","RB","28-046","2014-10-09","HOU",FALSE,"IND","L 28-33",6,"Thu",6,2014,6,NA,NA,NA,109,2,3,32,0
"AUSTINDAVIS","QB","25-133","2014-10-13","STL",FALSE,"SFO","L 17-31",6,"Mon",5,2014,6,236,1,1,-1,0,NA,NA,NA
"AUSTINPETTIS","WR","26-159","2014-10-13","STL",FALSE,"SFO","L 17-31",6,"Mon",5,2014,6,NA,NA,NA,NA,NA,3,15,0
"AUSTINSEFERIANJENKINS","WR","23-355","2014-10-12","TAM",FALSE,"BAL","L 17-48",6,"Sun",6,2014,6,NA,NA,NA,NA,NA,4,58,0
"BENNYCUNNINGHAM","RB","24-098","2014-10-13","STL",FALSE,"SFO","L 17-31",6,"Mon",5,2014,6,NA,NA,NA,21,1,2,12,0
"BENROETHLISBERGER","QB","32-224","2014-10-12","PIT",TRUE,"CLE","L 10-31",6,"Sun",6,2014,6,228,1,1,7,0,NA,NA,NA
"BENTATE","RB","26-052","2014-10-12","CLE",FALSE,"PIT","W 31-10",6,"Sun",5,2014,6,NA,NA,NA,78,2,NA,NA,NA
"BERNARDPIERCE","RB","24-155","2014-10-12","BAL",TRUE,"TAM","W 48-17",6,"Sun",6,2014,6,NA,NA,NA,32,1,NA,NA,NA
"BILALPOWELL","RB","25-350","2014-10-12","NYJ",FALSE,"DEN","L 17-31",6,"Sun",6,2014,6,NA,NA,NA,4,0,NA,NA,NA
"BISHOPSANKEY","RB","22-027","2014-10-12","TEN",FALSE,"JAX","W 16-14",6,"Sun",6,2014,6,NA,NA,NA,61,0,1,7,0
"BLAKEBORTLES","QB","22-300","2014-10-12","JAX",TRUE,"TEN","L 14-16",6,"Sun",6,2014,6,336,1,1,38,0,NA,NA,NA
"BOBBYRAINEY","RB","26-361","2014-10-12","TAM",FALSE,"BAL","L 17-48",6,"Sun",6,2014,6,NA,NA,NA,42,0,NA,NA,NA
"BRADWING","RB","23-258","2014-10-12","PIT",TRUE,"CLE","L 10-31",6,"Sun",6,2014,6,NA,NA,NA,0,0,NA,NA,NA
"BRANDENOLIVER","RB","23-158","2014-10-12","SDG",TRUE,"OAK","W 31-28",6,"Sun",6,2014,6,NA,NA,NA,101,1,4,23,0
"BRANDONBOLDEN","RB","24-259","2014-10-12","NWE",TRUE,"BUF","W 37-22",6,"Sun",6,2014,6,NA,NA,NA,10,0,NA,NA,NA
"BRANDONLAFELL","WR","27-342","2014-10-12","NWE",TRUE,"BUF","W 37-22",6,"Sun",6,2014,6,NA,NA,NA,NA,NA,4,97,2
"BRANDONLLOYD","WR","33-100","2014-10-13","SFO",TRUE,"STL","W 31-17",6,"Mon",6,2014,6,NA,NA,NA,NA,NA,1,80,1
"BRANDONMARSHALL","WR","30-203","2014-10-12","CHI",TRUE,"ATL","W 27-13",6,"Sun",6,2014,6,NA,NA,NA,NA,NA,6,113,0
"BRANDONMYERS","WR","29-038","2014-10-12","TAM",FALSE,"BAL","L 17-48",6,"Sun",6,2014,6,NA,NA,NA,NA,NA,2,29,0
"BRANDONTATE","RB","27-007","2014-10-12","CIN",FALSE,"CAR","T 37-37",6,"Sun",5,2014,6,NA,NA,NA,9,0,4,38,1
"BRANDONWILLIAMS","WR","27-000","2014-10-12","CAR",TRUE,"CIN","T 37-37",6,"Sun",6,2014,6,NA,NA,NA,NA,NA,1,16,0
"BRENTCELEK","WR","29-260","2014-10-12","PHI",FALSE,"NYG","W 27-0",6,"Sun",6,2014,6,NA,NA,NA,NA,NA,4,45,0
"BRENTONBERSIN","WR","24-156","2014-10-12","CAR",TRUE,"CIN","T 37-37",6,"Sun",6,2014,6,NA,NA,NA,NA,NA,2,13,0
"BRIANHOYER","QB","28-364","2014-10-12","CLE",FALSE,"PIT","W 31-10",6,"Sun",5,2014,6,217,1,0,0,0,NA,NA,NA
"BRIANQUICK","WR","25-130","2014-10-13","STL",FALSE,"SFO","L 17-31",6,"Mon",5,2014,6,NA,NA,NA,NA,NA,1,10,0
"BRIANTYMS","WR","25-233","2014-10-12","NWE",TRUE,"BUF","W 37-22",6,"Sun",6,2014,6,NA,NA,NA,NA,NA,1,43,1
"BRICEBUTLER","WR","24-256","2014-10-12","OAK",FALSE,"SDG","L 28-31",6,"Sun",5,2014,6,NA,NA,NA,NA,NA,3,64,1
"BRUCEMILLER","WR","27-068","2014-10-13","SFO",TRUE,"STL","W 31-17",6,"Mon",6,2014,6,NA,NA,NA,NA,NA,1,15,0
"BRYANWALTERS","RB","26-342","2014-10-12","SEA",FALSE,"DAL","L 23-30",6,"Sun",5,2014,6,NA,NA,NA,-2,0,1,5,0
"CAMNEWTON","QB","25-154","2014-10-12","CAR",TRUE,"CIN","T 37-37",6,"Sun",6,2014,6,284,2,1,107,1,NA,NA,NA
"CARLOSHYDE","RB","24-023","2014-10-13","SFO",TRUE,"STL","W 31-17",6,"Mon",6,2014,6,NA,NA,NA,14,0,1,1,0
"CARSONPALMER","QB","34-289","2014-10-12","ARI",FALSE,"WAS","W 30-20",6,"Sun",5,2014,6,250,2,0,-3,0,NA,NA,NA
"CECILSHORTS","WR","26-294","2014-10-12","JAX",TRUE,"TEN","L 14-16",6,"Sun",6,2014,6,NA,NA,NA,NA,NA,10,103,0
"CHARLESCLAY","WR","25-241","2014-10-12","MIA",FALSE,"GNB","L 24-27",6,"Sun",5,2014,6,NA,NA,NA,NA,NA,3,35,0
"CHARLESJOHNSON","WR","25-227","2014-10-12","MIN",FALSE,"DET","L 3-17",6,"Sun",6,2014,6,NA,NA,NA,NA,NA,2,22,0
"CHARLIEWHITEHURST","QB","32-067","2014-10-12","TEN",FALSE,"JAX","W 16-14",6,"Sun",6,2014,6,233,0,0,1,0,NA,NA,NA
"CHASEFORD","WR","24-085","2014-10-12","MIN",FALSE,"DET","L 3-17",6,"Sun",6,2014,6,NA,NA,NA,NA,NA,4,37,0
"CHRISHOGAN","WR","25-353","2014-10-12","BUF",FALSE,"NWE","L 22-37",6,"Sun",6,2014,6,NA,NA,NA,NA,NA,5,72,1
"CHRISIVORY","RB","26-204","2014-10-12","NYJ",FALSE,"DEN","L 17-31",6,"Sun",6,2014,6,NA,NA,NA,7,0,1,14,0
"CHRISJOHNSON","RB","29-019","2014-10-12","NYJ",FALSE,"DEN","L 17-31",6,"Sun",6,2014,6,NA,NA,NA,9,0,1,2,0
"CJFIEDOROWICZ","WR","22-352","2014-10-09","HOU",FALSE,"IND","L 28-33",6,"Thu",6,2014,6,NA,NA,NA,NA,NA,1,7,0
"CJSPILLER","RB","27-068","2014-10-12","BUF",FALSE,"NWE","L 22-37",6,"Sun",6,2014,6,NA,NA,NA,19,0,NA,NA,NA
"CLAYHARBOR","WR","27-102","2014-10-12","JAX",TRUE,"TEN","L 14-16",6,"Sun",6,2014,6,NA,NA,NA,NA,NA,3,91,1
"COBYFLEENER","WR","26-019","2014-10-09","IND",TRUE,"HOU","W 33-28",6,"Thu",6,2014,6,NA,NA,NA,NA,NA,2,11,1
"COLEBEASLEY","WR","25-169","2014-10-12","DAL",TRUE,"SEA","W 30-23",6,"Sun",6,2014,6,NA,NA,NA,NA,NA,1,11,0
"COLINKAEPERNICK","QB","26-344","2014-10-13","SFO",TRUE,"STL","W 31-17",6,"Mon",6,2014,6,343,3,0,37,0,NA,NA,NA
"COOPERHELFET","WR","25-132","2014-10-12","SEA",FALSE,"DAL","L 23-30",6,"Sun",5,2014,6,NA,NA,NA,NA,NA,1,7,0
"CORDARRELLEPATTERSON","RB","23-209","2014-10-12","MIN",FALSE,"DET","L 3-17",6,"Sun",6,2014,6,NA,NA,NA,2,0,2,15,0
"COREYFULLER","WR","24-111","2014-10-12","DET",TRUE,"MIN","W 17-3",6,"Sun",6,2014,6,NA,NA,NA,NA,NA,2,12,0
"CROCKETTGILLMORE","WR","22-330","2014-10-12","BAL",TRUE,"TAM","W 48-17",6,"Sun",6,2014,6,NA,NA,NA,NA,NA,2,16,0
"DAMARISJOHNSON","WR","24-321","2014-10-09","HOU",FALSE,"IND","L 28-33",6,"Thu",6,2014,6,NA,NA,NA,NA,NA,3,62,0
"DAMIANWILLIAMS","WR","26-139","2014-10-12","MIA",FALSE,"GNB","L 24-27",6,"Sun",5,2014,6,NA,NA,NA,NA,NA,1,14,0
"DANESANZENBACHER","WR","25-364","2014-10-12","CIN",FALSE,"CAR","T 37-37",6,"Sun",5,2014,6,NA,NA,NA,NA,NA,4,40,0
"DANIELFELLS","WR","31-019","2014-10-12","NYG",TRUE,"PHI","L 0-27",6,"Sun",6,2014,6,NA,NA,NA,NA,NA,2,40,0
"DARRENMCFADDEN","RB","27-046","2014-10-12","OAK",FALSE,"SDG","L 28-31",6,"Sun",5,2014,6,NA,NA,NA,80,0,2,6,0
"DARRENSPROLES","RB","31-114","2014-10-12","PHI",FALSE,"NYG","W 27-0",6,"Sun",6,2014,6,NA,NA,NA,39,1,NA,NA,NA
"DARRINREAVES","RB","21-178","2014-10-12","CAR",TRUE,"CIN","T 37-37",6,"Sun",6,2014,6,NA,NA,NA,15,0,1,4,0
"DAVANTEADAMS","WR","21-292","2014-10-12","GNB",TRUE,"MIA","W 27-24",6,"Sun",6,2014,6,NA,NA,NA,NA,NA,6,77,0
"DEANDREHOPKINS","WR","22-125","2014-10-09","HOU",FALSE,"IND","L 28-33",6,"Thu",6,2014,6,NA,NA,NA,NA,NA,1,12,0
"DELANIEWALKER","WR","30-061","2014-10-12","TEN",FALSE,"JAX","W 16-14",6,"Sun",6,2014,6,NA,NA,NA,NA,NA,3,57,0
"DEMARCOMURRAY","RB","26-242","2014-10-12","DAL",TRUE,"SEA","W 30-23",6,"Sun",6,2014,6,NA,NA,NA,115,1,6,31,0
"DEMARYIUSTHOMAS","WR","26-291","2014-10-12","DEN",TRUE,"NYJ","W 31-17",6,"Sun",5,2014,6,NA,NA,NA,NA,NA,10,124,1
"DENARDROBINSON","RB","24-020","2014-10-12","JAX",TRUE,"TEN","L 14-16",6,"Sun",6,2014,6,NA,NA,NA,22,0,3,14,0
"DENARIUSMOORE","WR","25-307","2014-10-12","OAK",FALSE,"SDG","L 28-31",6,"Sun",5,2014,6,NA,NA,NA,NA,NA,1,9,0
"DEREKCARR","QB","23-198","2014-10-12","OAK",FALSE,"SDG","L 28-31",6,"Sun",5,2014,6,282,4,1,2,0,NA,NA,NA
"DESEANJACKSON","RB","27-315","2014-10-12","WAS",TRUE,"ARI","L 20-30",6,"Sun",6,2014,6,NA,NA,NA,5,0,3,115,1
"DEVINHESTER","WR","31-342","2014-10-12","ATL",FALSE,"CHI","L 13-27",6,"Sun",6,2014,6,NA,NA,NA,NA,NA,1,23,0
"DEVONTAFREEMAN","RB","22-211","2014-10-12","ATL",FALSE,"CHI","L 13-27",6,"Sun",6,2014,6,NA,NA,NA,5,0,2,26,0
"DEXTERMCCLUSTER","RB","25-048","2014-10-12","TEN",FALSE,"JAX","W 16-14",6,"Sun",6,2014,6,NA,NA,NA,6,0,6,52,0
"DEZBRYANT","WR","25-342","2014-10-12","DAL",TRUE,"SEA","W 30-23",6,"Sun",6,2014,6,NA,NA,NA,NA,NA,4,63,0
"DIONSIMS","WR","23-236","2014-10-12","MIA",FALSE,"GNB","L 24-27",6,"Sun",5,2014,6,NA,NA,NA,NA,NA,1,5,0
"DOUGBALDWIN","WR","26-021","2014-10-12","SEA",FALSE,"DAL","L 23-30",6,"Sun",5,2014,6,NA,NA,NA,NA,NA,2,32,0
"DOUGMARTIN","RB","25-272","2014-10-12","TAM",FALSE,"BAL","L 17-48",6,"Sun",6,2014,6,NA,NA,NA,45,0,1,3,0
"DRIARCHER","RB","23-064","2014-10-12","PIT",TRUE,"CLE","L 10-31",6,"Sun",6,2014,6,NA,NA,NA,24,0,1,0,0
"DWAYNEALLEN","WR","24-227","2014-10-09","IND",TRUE,"HOU","W 33-28",6,"Thu",6,2014,6,NA,NA,NA,NA,NA,3,49,0
"EDDIELACY","RB","23-284","2014-10-12","GNB",TRUE,"MIA","W 27-24",6,"Sun",6,2014,6,NA,NA,NA,40,0,NA,NA,NA
"EDDIEROYAL","WR","28-144","2014-10-12","SDG",TRUE,"OAK","W 31-28",6,"Sun",6,2014,6,NA,NA,NA,NA,NA,2,49,1
"ELIMANNING","QB","33-282","2014-10-12","NYG",TRUE,"PHI","L 0-27",6,"Sun",6,2014,6,151,0,0,3,0,NA,NA,NA
"EMMANUELSANDERS","WR","27-209","2014-10-12","DEN",TRUE,"NYJ","W 31-17",6,"Sun",5,2014,6,NA,NA,NA,NA,NA,3,38,0
"ERICDECKER","WR","27-211","2014-10-12","NYJ",FALSE,"DEN","L 17-31",6,"Sun",6,2014,6,NA,NA,NA,NA,NA,6,54,1
"ERICEBRON","WR","21-185","2014-10-12","DET",TRUE,"MIN","W 17-3",6,"Sun",6,2014,6,NA,NA,NA,NA,NA,2,23,0
