displayName,team,rushAtt,rushYds,rushTD,receptions,recYds,recTD,fumblesLost
David Johnson,ARI,1.8,9.4,0.1,1.7,17.4,0.2,0.1
Tim Hightower,NO,2.2,9.4,0.1,0.4,2.4,0.0,0.0
Roy Helu,OAK,1.9,8.9,0.1,1.3,11.0,0.1,0.1
Jamize Olawale,OAK,2.2,8.6,0.1,0.8,7.1,0.1,0.0
Jerick McKinnon,MIN,2.0,8.3,0.0,0.9,5.7,0.0,0.1
Taiwan Jones,OAK,2.0,7.7,0.0,0.6,6.4,0.0,0.1
Bishop Sankey,TEN,1.8,7.0,0.0,0.7,5.8,0.0,0.0
Brandon Bolden,NE,1.9,6.7,0.0,0.8,5.9,0.0,0.1
Matt Asiata,MIN,1.5,6.2,0.1,1.0,6.6,0.0,0.1
Fozzy Whittaker,CAR,1.4,6.2,0.0,0.6,4.9,0.0,0.1
Donald Brown,SD,1.7,5.9,0.0,0.7,5.1,0.0,0.1
Benjamin Cunningham,STL,1.3,5.5,0.0,1.3,9.6,0.0,0.1
Travaris Cadet,SF,1.5,5.5,0.0,0.3,2.5,0.0,0.0
Marcel Reece,OAK,1.0,4.6,0.0,1.5,13.5,0.1,0.0
Anthony Dixon,BUF,1.1,4.4,0.0,0.4,2.7,0.0,0.1
DeAnthony Thomas,KC,0.7,4.1,0.0,0.9,7.9,0.0,0.0
Jay Prosch,HOU,0.5,3.0,0.0,0.0,0.5,0.0,0.0
John Kuhn,GB,0.7,2.9,0.1,0.6,4.6,0.0,0.0
Toby Gerhart,JAC,0.7,2.8,0.0,0.3,1.8,0.0,0.0
Stepfan Taylor,ARI,0.6,2.5,0.0,0.1,0.6,0.0,0.0
Bobby Rainey,TB,0.5,2.5,0.0,0.3,2.1,0.0,0.0
Will Johnson,PIT,0.7,2.3,0.1,0.2,1.5,0.0,0.0
Glenn Winston,CLE,0.6,2.0,0.0,0.0,0.2,0.0,0.0
Darrel Young,WAS,0.7,1.8,0.0,0.3,2.2,0.0,0.0
Jerome Felton,BUF,0.5,1.7,0.0,0.2,1.2,0.0,0.0
Bruce Miller,SF,0.5,1.5,0.0,0.7,7.2,0.0,0.0
Dan Herron,BUF,0.5,1.5,0.0,0.1,1.0,0.0,0.0
Juwan Thompson,DEN,0.4,1.3,0.0,0.1,1.3,0.0,0.0
Zach Line,MIN,0.4,1.3,0.1,0.4,4.2,0.0,0.0
Kyle Juszczyk,BAL,0.4,1.3,0.0,2.1,15.5,0.1,0.1
Damien Williams,MIA,0.3,1.2,0.0,0.3,1.6,0.0,0.0
Trey Williams,DAL,0.3,1.1,0.0,0.0,0.3,0.0,0.0
Nikita Whitlock,NYG,0.3,0.9,0.0,0.2,1.0,0.0,0.0
Antone Smith,CHI,0.2,0.8,0.0,0.0,0.1,0.0,0.0
Chase Reynolds,STL,0.2,0.8,0.0,0.1,1.2,0.0,0.0
Jalston Fowler,TEN,0.3,0.8,0.0,0.2,2.5,0.0,0.0
Michael Burton,DET,0.3,0.7,0.0,0.1,0.7,0.0,0.0
Derrick Coleman,SEA,0.3,0.7,0.0,0.2,2.3,0.1,0.0
Cedric Peerman,CIN,0.2,0.7,0.0,0.2,1.5,0.0,0.0
Mike James,TB,0.1,0.7,0.0,0.0,0.0,0.0,0.0
Tyler Clutts,DAL,0.3,0.6,0.0,0.4,1.2,0.0,0.1
Tommy Bohanon,NYJ,0.2,0.6,0.0,0.3,4.0,0.0,0.0
Seantavius Jones,NO,0.2,0.5,0.0,0.0,0.0,0.0,0.0
Bernard Pierce,JAC,0.2,0.5,0.0,0.1,0.2,0.0,0.0
Marcus Murphy,NO,0.1,0.5,0.0,0.1,0.6,0.0,0.0
Patrick DiMarco,ATL,0.1,0.3,0.0,0.9,6.9,0.1,0.0
Josh Robinson,IND,0.1,0.3,0.0,0.0,0.0,0.0,0.0
Jorvorskie Lane,TB,0.0,0.2,0.0,0.1,1.0,0.0,0.0
Anthony Sherman,KC,0.1,0.2,0.0,0.4,2.4,0.0,0.0
George Winn,DET,0.3,0.2,0.0,0.1,0.1,0.0,0.0
Isaiah Pead,PIT,0.2,0.2,0.0,0.1,0.3,0.0,0.0
Rex Burkhead,CIN,0.0,0.1,0.0,0.3,3.0,0.0,0.0
Christine Michael,DAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Will Tukuafu,SEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0
James Develin,NE,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vick Ballard,IND,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe Banyard,JAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Edwin Baker,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marcus Thigpen,BUF,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fitzgerald Toussaint,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bryce Brown,SEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0
